hf_index,nodes,edges,temporal_edges,similarity_edges,similarity_edges_per_node,segmentation_mode
638,8,42,14,28,3.5,beat_2
639,10,60,18,42,4.2,fixed_1s
640,10,60,18,42,4.2,beat_2
641,10,56,18,38,3.8,beat_2
642,12,68,22,46,3.8333333333333335,beat_2
643,10,58,18,40,4.0,beat_2
644,12,64,22,42,3.5,beat_2
645,10,54,18,36,3.6,beat_2
646,8,46,14,32,4.0,beat_2
647,7,38,12,26,3.7142857142857144,beat_2
648,10,60,18,42,4.2,beat_2
649,10,58,18,40,4.0,fixed_1s
650,11,64,20,44,4.0,beat_2
651,10,56,18,38,3.8,beat_2
652,7,38,12,26,3.7142857142857144,beat_2
653,10,58,18,40,4.0,beat_2
654,14,82,26,56,4.0,beat_2
655,14,82,26,56,4.0,beat_2
656,11,66,20,46,4.181818181818182,beat_2
657,7,38,12,26,3.7142857142857144,beat_2
658,9,52,16,36,4.0,beat_2
659,10,60,18,42,4.2,fixed_1s
660,7,38,12,26,3.7142857142857144,beat_2
661,9,54,16,38,4.222222222222222,beat_2
662,10,58,18,40,4.0,beat_2
663,12,74,22,52,4.333333333333333,beat_2
664,10,60,18,42,4.2,beat_2
665,9,52,16,36,4.0,beat_2
666,9,52,16,36,4.0,beat_2
667,8,46,14,32,4.0,beat_2
668,10,56,18,38,3.8,beat_2
669,10,58,18,40,4.0,beat_2
670,12,66,22,44,3.6666666666666665,beat_2
671,5,20,8,12,2.4,beat_2
672,5,20,8,12,2.4,beat_2
673,10,58,18,40,4.0,beat_2
674,13,78,24,54,4.153846153846154,beat_2
675,8,44,14,30,3.75,beat_2
676,10,54,18,36,3.6,beat_2
677,15,92,28,64,4.266666666666667,beat_2
678,9,54,16,38,4.222222222222222,beat_2
679,8,44,14,30,3.75,beat_2
680,11,68,20,48,4.363636363636363,beat_2
681,10,56,18,38,3.8,beat_2
682,12,70,22,48,4.0,beat_2
683,8,46,14,32,4.0,beat_2
684,11,64,20,44,4.0,beat_2
685,8,46,14,32,4.0,beat_2
686,10,54,18,36,3.6,fixed_1s
687,8,42,14,28,3.5,beat_2
688,9,52,16,36,4.0,beat_2
689,10,58,18,40,4.0,fixed_1s
690,13,80,24,56,4.3076923076923075,beat_2
691,9,52,16,36,4.0,beat_2
692,8,44,14,30,3.75,beat_2
693,10,60,18,42,4.2,beat_2
694,5,20,8,12,2.4,beat_2
695,11,68,20,48,4.363636363636363,beat_2
696,10,56,18,38,3.8,beat_2
697,9,46,16,30,3.3333333333333335,beat_2
698,13,84,24,60,4.615384615384615,beat_2
699,7,38,12,26,3.7142857142857144,beat_2
700,13,78,24,54,4.153846153846154,beat_2
701,10,54,18,36,3.6,fixed_1s
702,9,54,16,38,4.222222222222222,beat_2
703,12,72,22,50,4.166666666666667,beat_2
704,11,60,20,40,3.6363636363636362,beat_2
705,9,54,16,38,4.222222222222222,beat_2
706,10,56,18,38,3.8,beat_2
707,11,66,20,46,4.181818181818182,beat_2
708,7,38,12,26,3.7142857142857144,beat_2
709,9,52,16,36,4.0,beat_2
710,11,70,20,50,4.545454545454546,beat_2
711,14,92,26,66,4.714285714285714,beat_2
712,9,52,16,36,4.0,beat_2
713,10,58,18,40,4.0,fixed_1s
714,14,80,26,54,3.857142857142857,beat_2
715,8,46,14,32,4.0,beat_2
716,8,48,14,34,4.25,beat_2
717,13,84,24,60,4.615384615384615,beat_2
718,11,62,20,42,3.8181818181818183,beat_2
719,11,60,20,40,3.6363636363636362,beat_2
720,9,56,16,40,4.444444444444445,beat_2
721,10,58,18,40,4.0,beat_2
722,13,82,24,58,4.461538461538462,beat_2
723,10,58,18,40,4.0,beat_2
724,17,104,32,72,4.235294117647059,beat_2
725,9,52,16,36,4.0,beat_2
726,11,64,20,44,4.0,beat_2
727,10,64,18,46,4.6,beat_2
728,7,38,12,26,3.7142857142857144,beat_2
729,11,62,20,42,3.8181818181818183,beat_2
730,7,38,12,26,3.7142857142857144,beat_2
731,5,20,8,12,2.4,beat_2
732,11,66,20,46,4.181818181818182,beat_2
733,10,62,18,44,4.4,beat_2
734,10,62,18,44,4.4,beat_2
735,10,56,18,38,3.8,beat_2
736,10,62,18,44,4.4,fixed_1s
737,12,68,22,46,3.8333333333333335,beat_2
738,13,82,24,58,4.461538461538462,beat_2
739,6,28,10,18,3.0,beat_2
740,11,60,20,40,3.6363636363636362,beat_2
741,11,64,20,44,4.0,beat_2
742,16,96,30,66,4.125,beat_2
743,10,58,18,40,4.0,fixed_1s
744,13,76,24,52,4.0,beat_2
745,11,70,20,50,4.545454545454546,beat_2
746,11,64,20,44,4.0,beat_2
747,5,20,8,12,2.4,beat_2
748,14,88,26,62,4.428571428571429,beat_2
749,7,36,12,24,3.4285714285714284,beat_2
750,11,70,20,50,4.545454545454546,beat_2
751,11,68,20,48,4.363636363636363,beat_2
752,8,46,14,32,4.0,beat_2
753,7,40,12,28,4.0,beat_2
754,9,52,16,36,4.0,beat_2
755,7,36,12,24,3.4285714285714284,beat_2
756,12,70,22,48,4.0,beat_2
757,13,78,24,54,4.153846153846154,beat_2
758,9,54,16,38,4.222222222222222,beat_2
759,9,52,16,36,4.0,beat_2
760,9,54,16,38,4.222222222222222,beat_2
761,12,72,22,50,4.166666666666667,beat_2
762,11,70,20,50,4.545454545454546,beat_2
763,9,50,16,34,3.7777777777777777,beat_2
764,10,58,18,40,4.0,beat_2
765,8,44,14,30,3.75,beat_2
766,11,66,20,46,4.181818181818182,beat_2
767,9,52,16,36,4.0,beat_2
768,12,68,22,46,3.8333333333333335,beat_2
769,11,68,20,48,4.363636363636363,beat_2
770,14,84,26,58,4.142857142857143,beat_2
771,8,44,14,30,3.75,beat_2
772,6,30,10,20,3.3333333333333335,beat_2
773,13,80,24,56,4.3076923076923075,beat_2
774,6,30,10,20,3.3333333333333335,beat_2
775,10,62,18,44,4.4,beat_2
776,12,74,22,52,4.333333333333333,beat_2
777,11,62,20,42,3.8181818181818183,beat_2
778,6,30,10,20,3.3333333333333335,beat_2
779,9,50,16,34,3.7777777777777777,beat_2
780,8,46,14,32,4.0,beat_2
781,10,60,18,42,4.2,beat_2
782,10,56,18,38,3.8,beat_2
783,7,38,12,26,3.7142857142857144,beat_2
784,11,64,20,44,4.0,beat_2
785,13,82,24,58,4.461538461538462,beat_2
786,10,56,18,38,3.8,beat_2
787,11,68,20,48,4.363636363636363,beat_2
788,12,72,22,50,4.166666666666667,beat_2
789,13,84,24,60,4.615384615384615,beat_2
790,11,64,20,44,4.0,beat_2
791,9,52,16,36,4.0,beat_2
792,5,20,8,12,2.4,beat_2
793,8,48,14,34,4.25,beat_2
794,8,46,14,32,4.0,beat_2
795,5,20,8,12,2.4,beat_2
796,14,92,26,66,4.714285714285714,beat_2
797,9,52,16,36,4.0,beat_2
798,9,50,16,34,3.7777777777777777,beat_2
799,8,46,14,32,4.0,beat_2
800,9,54,16,38,4.222222222222222,beat_2
801,11,66,20,46,4.181818181818182,beat_2
802,6,30,10,20,3.3333333333333335,beat_2
803,10,56,18,38,3.8,beat_2
804,10,62,18,44,4.4,beat_2
805,8,46,14,32,4.0,beat_2
806,9,54,16,38,4.222222222222222,beat_2
807,18,110,34,76,4.222222222222222,beat_2
808,10,58,18,40,4.0,beat_2
809,7,38,12,26,3.7142857142857144,beat_2
810,12,68,22,46,3.8333333333333335,beat_2
811,9,52,16,36,4.0,beat_2
812,7,38,12,26,3.7142857142857144,beat_2
813,8,46,14,32,4.0,beat_2
814,11,64,20,44,4.0,beat_2
815,7,40,12,28,4.0,beat_2
816,13,76,24,52,4.0,beat_2
817,7,38,12,26,3.7142857142857144,beat_2
818,9,52,16,36,4.0,beat_2
819,8,44,14,30,3.75,beat_2
820,6,30,10,20,3.3333333333333335,beat_2
821,11,66,20,46,4.181818181818182,beat_2
822,7,38,12,26,3.7142857142857144,beat_2
823,10,54,18,36,3.6,beat_2
824,12,74,22,52,4.333333333333333,beat_2
825,10,58,18,40,4.0,fixed_1s
826,12,76,22,54,4.5,beat_2
827,11,68,20,48,4.363636363636363,beat_2
828,9,52,16,36,4.0,beat_2
829,9,50,16,34,3.7777777777777777,beat_2
830,11,64,20,44,4.0,beat_2
831,14,80,26,54,3.857142857142857,beat_2
832,7,36,12,24,3.4285714285714284,beat_2
833,8,48,14,34,4.25,beat_2
834,12,72,22,50,4.166666666666667,beat_2
835,8,42,14,28,3.5,beat_2
836,12,66,22,44,3.6666666666666665,beat_2
837,11,64,20,44,4.0,beat_2
838,9,50,16,34,3.7777777777777777,beat_2
839,11,68,20,48,4.363636363636363,beat_2
840,9,52,16,36,4.0,beat_2
841,12,66,22,44,3.6666666666666665,beat_2
842,11,66,20,46,4.181818181818182,beat_2
843,13,72,24,48,3.6923076923076925,beat_2
844,10,62,18,44,4.4,beat_2
845,10,60,18,42,4.2,beat_2
846,8,46,14,32,4.0,beat_2
847,10,58,18,40,4.0,beat_2
848,6,30,10,20,3.3333333333333335,beat_2
849,6,30,10,20,3.3333333333333335,beat_2
850,5,20,8,12,2.4,beat_2
851,11,64,20,44,4.0,beat_2
852,10,58,18,40,4.0,beat_2
853,13,80,24,56,4.3076923076923075,beat_2
854,10,58,18,40,4.0,beat_2
855,9,52,16,36,4.0,beat_2
856,8,46,14,32,4.0,beat_2
857,10,60,18,42,4.2,beat_2
858,13,82,24,58,4.461538461538462,beat_2
859,14,86,26,60,4.285714285714286,beat_2
860,9,50,16,34,3.7777777777777777,beat_2
861,15,86,28,58,3.8666666666666667,beat_2
862,6,30,10,20,3.3333333333333335,beat_2
863,8,44,14,30,3.75,beat_2
864,10,62,18,44,4.4,beat_2
865,9,52,16,36,4.0,beat_2
866,8,42,14,28,3.5,beat_2
867,11,66,20,46,4.181818181818182,beat_2
868,9,54,16,38,4.222222222222222,beat_2
869,9,52,16,36,4.0,beat_2
870,11,64,20,44,4.0,beat_2
871,11,64,20,44,4.0,beat_2
872,9,50,16,34,3.7777777777777777,beat_2
873,9,52,16,36,4.0,beat_2
874,12,80,22,58,4.833333333333333,beat_2
875,11,62,20,42,3.8181818181818183,beat_2
876,16,92,30,62,3.875,beat_2
877,10,58,18,40,4.0,beat_2
878,12,72,22,50,4.166666666666667,beat_2
879,7,38,12,26,3.7142857142857144,beat_2
880,6,30,10,20,3.3333333333333335,beat_2
881,9,56,16,40,4.444444444444445,beat_2
882,10,56,18,38,3.8,fixed_1s
883,15,94,28,66,4.4,beat_2
884,5,20,8,12,2.4,beat_2
885,11,64,20,44,4.0,beat_2
886,11,62,20,42,3.8181818181818183,beat_2
887,8,46,14,32,4.0,beat_2
888,10,58,18,40,4.0,fixed_1s
889,10,56,18,38,3.8,beat_2
890,13,74,24,50,3.8461538461538463,beat_2
891,9,52,16,36,4.0,beat_2
892,8,44,14,30,3.75,beat_2
893,11,66,20,46,4.181818181818182,beat_2
894,12,70,22,48,4.0,beat_2
895,11,66,20,46,4.181818181818182,beat_2
896,13,80,24,56,4.3076923076923075,beat_2
897,6,30,10,20,3.3333333333333335,beat_2
898,9,50,16,34,3.7777777777777777,beat_2
899,11,62,20,42,3.8181818181818183,beat_2
900,10,58,18,40,4.0,beat_2
901,8,46,14,32,4.0,beat_2
902,8,46,14,32,4.0,beat_2
903,8,42,14,28,3.5,beat_2
904,7,40,12,28,4.0,beat_2
905,10,58,18,40,4.0,beat_2
906,13,84,24,60,4.615384615384615,beat_2
907,15,100,28,72,4.8,beat_2
908,12,72,22,50,4.166666666666667,beat_2
909,16,94,30,64,4.0,beat_2
910,10,58,18,40,4.0,beat_2
911,9,52,16,36,4.0,beat_2
912,10,54,18,36,3.6,beat_2
913,11,66,20,46,4.181818181818182,beat_2
914,9,50,16,34,3.7777777777777777,beat_2
915,8,46,14,32,4.0,beat_2
916,12,76,22,54,4.5,beat_2
917,10,58,18,40,4.0,beat_2
918,10,62,18,44,4.4,fixed_1s
919,10,56,18,38,3.8,beat_2
920,5,20,8,12,2.4,beat_2
921,13,76,24,52,4.0,beat_2
922,11,66,20,46,4.181818181818182,beat_2
923,10,60,18,42,4.2,fixed_1s
924,16,100,30,70,4.375,beat_2
925,10,60,18,42,4.2,fixed_1s
926,12,60,22,38,3.1666666666666665,beat_2
927,12,74,22,52,4.333333333333333,beat_2
928,10,58,18,40,4.0,fixed_1s
929,7,40,12,28,4.0,beat_2
930,8,44,14,30,3.75,beat_2
931,10,60,18,42,4.2,beat_2
932,8,44,14,30,3.75,beat_2
933,11,60,20,40,3.6363636363636362,beat_2
934,10,62,18,44,4.4,fixed_1s
935,5,20,8,12,2.4,beat_2
936,10,60,18,42,4.2,beat_2
937,8,44,14,30,3.75,beat_2
938,9,48,16,32,3.5555555555555554,beat_2
939,13,80,24,56,4.3076923076923075,beat_2
940,11,64,20,44,4.0,beat_2
941,7,38,12,26,3.7142857142857144,beat_2
942,10,54,18,36,3.6,beat_2
943,6,30,10,20,3.3333333333333335,beat_2
944,10,58,18,40,4.0,fixed_1s
945,11,66,20,46,4.181818181818182,beat_2
946,13,82,24,58,4.461538461538462,beat_2
947,10,58,18,40,4.0,beat_2
948,11,66,20,46,4.181818181818182,beat_2
949,9,52,16,36,4.0,beat_2
950,9,50,16,34,3.7777777777777777,beat_2
951,7,40,12,28,4.0,beat_2
952,5,20,8,12,2.4,beat_2
953,12,70,22,48,4.0,beat_2
954,15,90,28,62,4.133333333333334,beat_2
955,7,40,12,28,4.0,beat_2
956,6,30,10,20,3.3333333333333335,beat_2
957,5,20,8,12,2.4,beat_2
958,9,52,16,36,4.0,beat_2
959,10,56,18,38,3.8,beat_2
960,11,62,20,42,3.8181818181818183,beat_2
961,12,66,22,44,3.6666666666666665,beat_2
962,12,74,22,52,4.333333333333333,beat_2
963,10,58,18,40,4.0,beat_2
964,10,60,18,42,4.2,beat_2
965,7,38,12,26,3.7142857142857144,beat_2
966,10,56,18,38,3.8,beat_2
967,12,74,22,52,4.333333333333333,beat_2
968,12,72,22,50,4.166666666666667,beat_2
969,5,20,8,12,2.4,beat_2
970,8,48,14,34,4.25,beat_2
971,10,60,18,42,4.2,beat_2
972,7,36,12,24,3.4285714285714284,beat_2
973,9,54,16,38,4.222222222222222,beat_2
974,10,56,18,38,3.8,fixed_1s
975,12,70,22,48,4.0,beat_2
976,11,62,20,42,3.8181818181818183,beat_2
977,9,52,16,36,4.0,beat_2
978,8,48,14,34,4.25,beat_2
979,9,54,16,38,4.222222222222222,beat_2
980,7,40,12,28,4.0,beat_2
981,11,68,20,48,4.363636363636363,beat_2
982,8,44,14,30,3.75,beat_2
983,9,48,16,32,3.5555555555555554,beat_2
984,8,46,14,32,4.0,beat_2
985,10,56,18,38,3.8,beat_2
986,6,30,10,20,3.3333333333333335,beat_2
987,8,44,14,30,3.75,beat_2
988,7,38,12,26,3.7142857142857144,beat_2
989,16,108,30,78,4.875,beat_2
990,5,20,8,12,2.4,beat_2
991,8,42,14,28,3.5,beat_2
992,13,80,24,56,4.3076923076923075,beat_2
993,15,86,28,58,3.8666666666666667,beat_2
994,11,70,20,50,4.545454545454546,beat_2
995,10,58,18,40,4.0,beat_2
996,8,46,14,32,4.0,beat_2
997,8,44,14,30,3.75,beat_2
998,9,52,16,36,4.0,beat_2
999,12,72,22,50,4.166666666666667,beat_2
1000,13,70,24,46,3.5384615384615383,beat_2
1001,6,30,10,20,3.3333333333333335,beat_2
1002,11,60,20,40,3.6363636363636362,beat_2
1003,11,66,20,46,4.181818181818182,beat_2
1004,8,44,14,30,3.75,beat_2
1005,8,46,14,32,4.0,beat_2
1006,10,62,18,44,4.4,beat_2
1007,9,50,16,34,3.7777777777777777,beat_2
1008,12,72,22,50,4.166666666666667,beat_2
1009,10,58,18,40,4.0,beat_2
1010,13,86,24,62,4.769230769230769,beat_2
1011,9,50,16,34,3.7777777777777777,beat_2
1012,9,54,16,38,4.222222222222222,beat_2
1013,13,76,24,52,4.0,beat_2
1014,10,52,18,34,3.4,beat_2
1015,14,86,26,60,4.285714285714286,beat_2
1016,12,78,22,56,4.666666666666667,beat_2
1017,12,70,22,48,4.0,beat_2
1018,11,68,20,48,4.363636363636363,beat_2
1019,17,108,32,76,4.470588235294118,beat_2
1020,11,68,20,48,4.363636363636363,beat_2
1021,11,64,20,44,4.0,beat_2
1022,11,64,20,44,4.0,beat_2
1023,8,46,14,32,4.0,beat_2
1024,11,64,20,44,4.0,beat_2
1025,11,66,20,46,4.181818181818182,beat_2
1026,8,44,14,30,3.75,beat_2
1027,10,56,18,38,3.8,beat_2
1028,13,72,24,48,3.6923076923076925,beat_2
1029,14,86,26,60,4.285714285714286,beat_2
1030,9,54,16,38,4.222222222222222,beat_2
1031,10,58,18,40,4.0,beat_2
1032,10,58,18,40,4.0,beat_2
1033,16,100,30,70,4.375,beat_2
1034,10,60,18,42,4.2,beat_2
1035,6,30,10,20,3.3333333333333335,beat_2
1036,8,46,14,32,4.0,beat_2
1037,9,50,16,34,3.7777777777777777,beat_2
1038,7,38,12,26,3.7142857142857144,beat_2
1039,11,68,20,48,4.363636363636363,beat_2
1040,6,28,10,18,3.0,beat_2
1041,10,58,18,40,4.0,fixed_1s
1042,10,58,18,40,4.0,beat_2
1043,5,20,8,12,2.4,beat_2
1044,9,52,16,36,4.0,beat_2
1045,7,38,12,26,3.7142857142857144,beat_2
1046,14,84,26,58,4.142857142857143,beat_2
1047,6,30,10,20,3.3333333333333335,beat_2
1048,6,28,10,18,3.0,beat_2
1049,11,68,20,48,4.363636363636363,beat_2
1050,12,74,22,52,4.333333333333333,beat_2
1051,9,54,16,38,4.222222222222222,beat_2
1052,10,54,18,36,3.6,beat_2
1053,9,54,16,38,4.222222222222222,beat_2
1054,12,68,22,46,3.8333333333333335,beat_2
1055,13,82,24,58,4.461538461538462,beat_2
1056,10,54,18,36,3.6,beat_2
1057,6,30,10,20,3.3333333333333335,beat_2
1058,10,62,18,44,4.4,beat_2
1059,10,58,18,40,4.0,beat_2
1060,9,54,16,38,4.222222222222222,beat_2
1061,12,72,22,50,4.166666666666667,beat_2
1062,9,52,16,36,4.0,beat_2
1063,13,82,24,58,4.461538461538462,beat_2
1064,9,50,16,34,3.7777777777777777,beat_2
1065,10,64,18,46,4.6,fixed_1s
1066,10,58,18,40,4.0,beat_2
1067,7,34,12,22,3.142857142857143,beat_2
1068,8,42,14,28,3.5,beat_2
1069,11,64,20,44,4.0,beat_2
1070,10,56,18,38,3.8,beat_2
1071,9,48,16,32,3.5555555555555554,beat_2
1072,11,68,20,48,4.363636363636363,beat_2
1073,10,64,18,46,4.6,beat_2
1074,5,20,8,12,2.4,beat_2
1075,11,68,20,48,4.363636363636363,beat_2
1076,8,46,14,32,4.0,beat_2
1077,10,60,18,42,4.2,fixed_1s
1078,9,52,16,36,4.0,beat_2
1079,8,44,14,30,3.75,beat_2
1080,10,58,18,40,4.0,beat_2
1081,11,68,20,48,4.363636363636363,beat_2
1082,11,66,20,46,4.181818181818182,beat_2
1083,10,56,18,38,3.8,beat_2
1084,10,56,18,38,3.8,beat_2
1085,7,38,12,26,3.7142857142857144,beat_2
1086,9,52,16,36,4.0,beat_2
1087,13,72,24,48,3.6923076923076925,beat_2
1088,10,62,18,44,4.4,beat_2
1089,6,30,10,20,3.3333333333333335,beat_2
1090,12,70,22,48,4.0,beat_2
1091,9,50,16,34,3.7777777777777777,beat_2
1092,7,36,12,24,3.4285714285714284,beat_2
1093,11,68,20,48,4.363636363636363,beat_2
1094,10,58,18,40,4.0,fixed_1s
1095,9,48,16,32,3.5555555555555554,beat_2
1096,7,38,12,26,3.7142857142857144,beat_2
1097,12,68,22,46,3.8333333333333335,beat_2
1098,9,46,16,30,3.3333333333333335,beat_2
1099,8,46,14,32,4.0,beat_2
1100,14,90,26,64,4.571428571428571,beat_2
1101,10,58,18,40,4.0,beat_2
1102,9,52,16,36,4.0,beat_2
1103,5,20,8,12,2.4,beat_2
1104,10,60,18,42,4.2,beat_2
1105,13,76,24,52,4.0,beat_2
1106,10,62,18,44,4.4,beat_2
1107,6,30,10,20,3.3333333333333335,beat_2
1108,15,86,28,58,3.8666666666666667,beat_2
1109,11,64,20,44,4.0,beat_2
1110,8,44,14,30,3.75,beat_2
1111,10,58,18,40,4.0,beat_2
1112,8,44,14,30,3.75,beat_2
1113,6,30,10,20,3.3333333333333335,beat_2
1114,9,48,16,32,3.5555555555555554,beat_2
1115,6,30,10,20,3.3333333333333335,beat_2
1116,6,30,10,20,3.3333333333333335,beat_2
1117,14,76,26,50,3.5714285714285716,beat_2
1118,8,38,14,24,3.0,beat_2
1119,8,44,14,30,3.75,beat_2
1120,8,44,14,30,3.75,beat_2
1121,8,46,14,32,4.0,beat_2
1122,11,66,20,46,4.181818181818182,beat_2
1123,11,70,20,50,4.545454545454546,beat_2
1124,6,30,10,20,3.3333333333333335,beat_2
1125,5,20,8,12,2.4,beat_2
1126,12,72,22,50,4.166666666666667,beat_2
1127,8,48,14,34,4.25,beat_2
1128,12,76,22,54,4.5,beat_2
1129,9,54,16,38,4.222222222222222,beat_2
1130,6,30,10,20,3.3333333333333335,beat_2
1131,6,30,10,20,3.3333333333333335,beat_2
1132,15,92,28,64,4.266666666666667,beat_2
1133,9,50,16,34,3.7777777777777777,beat_2
1134,10,56,18,38,3.8,beat_2
1135,10,60,18,42,4.2,beat_2
1136,9,52,16,36,4.0,beat_2
1137,8,42,14,28,3.5,beat_2
1138,13,74,24,50,3.8461538461538463,beat_2
1139,10,56,18,38,3.8,beat_2
1140,10,60,18,42,4.2,beat_2
1141,10,60,18,42,4.2,beat_2
1142,11,60,20,40,3.6363636363636362,beat_2
1143,11,62,20,42,3.8181818181818183,beat_2
1144,12,70,22,48,4.0,beat_2
1145,12,70,22,48,4.0,beat_2
1146,16,100,30,70,4.375,beat_2
1147,16,98,30,68,4.25,beat_2
1148,15,96,28,68,4.533333333333333,beat_2
1149,8,44,14,30,3.75,beat_2
1150,10,58,18,40,4.0,beat_2
1151,8,44,14,30,3.75,beat_2
1152,9,54,16,38,4.222222222222222,beat_2
1153,14,82,26,56,4.0,beat_2
1154,9,52,16,36,4.0,beat_2
1155,11,66,20,46,4.181818181818182,beat_2
1156,9,56,16,40,4.444444444444445,beat_2
1157,9,52,16,36,4.0,beat_2
1158,9,54,16,38,4.222222222222222,beat_2
1159,9,54,16,38,4.222222222222222,beat_2
1160,5,20,8,12,2.4,beat_2
1161,15,88,28,60,4.0,beat_2
1162,9,52,16,36,4.0,beat_2
1163,9,50,16,34,3.7777777777777777,beat_2
1164,11,68,20,48,4.363636363636363,beat_2
1165,9,52,16,36,4.0,beat_2
1166,9,52,16,36,4.0,beat_2
1167,11,56,20,36,3.272727272727273,beat_2
1168,12,76,22,54,4.5,beat_2
1169,12,66,22,44,3.6666666666666665,beat_2
1170,8,44,14,30,3.75,beat_2
1171,8,46,14,32,4.0,beat_2
1172,10,56,18,38,3.8,beat_2
1173,10,60,18,42,4.2,fixed_1s
1174,11,68,20,48,4.363636363636363,beat_2
1175,7,40,12,28,4.0,beat_2
1176,11,64,20,44,4.0,beat_2
1177,6,30,10,20,3.3333333333333335,beat_2
1178,10,60,18,42,4.2,fixed_1s
1179,10,56,18,38,3.8,beat_2
1180,11,70,20,50,4.545454545454546,beat_2
1181,10,56,18,38,3.8,fixed_1s
1182,9,46,16,30,3.3333333333333335,beat_2
1183,11,60,20,40,3.6363636363636362,beat_2
1184,7,38,12,26,3.7142857142857144,beat_2
1185,13,74,24,50,3.8461538461538463,beat_2
1186,12,70,22,48,4.0,beat_2
1187,12,68,22,46,3.8333333333333335,beat_2
1188,12,76,22,54,4.5,beat_2
1189,7,36,12,24,3.4285714285714284,beat_2
1190,9,54,16,38,4.222222222222222,beat_2
1191,10,60,18,42,4.2,beat_2
1192,11,66,20,46,4.181818181818182,beat_2
1193,7,38,12,26,3.7142857142857144,beat_2
1194,10,54,18,36,3.6,beat_2
1195,12,64,22,42,3.5,beat_2
1196,9,48,16,32,3.5555555555555554,beat_2
1197,9,52,16,36,4.0,beat_2
1198,10,58,18,40,4.0,beat_2
1199,11,60,20,40,3.6363636363636362,beat_2
1200,10,54,18,36,3.6,beat_2
1201,8,46,14,32,4.0,beat_2
1202,10,60,18,42,4.2,beat_2
1203,7,38,12,26,3.7142857142857144,beat_2
1204,11,62,20,42,3.8181818181818183,beat_2
1205,11,64,20,44,4.0,beat_2
1206,9,50,16,34,3.7777777777777777,beat_2
1207,16,100,30,70,4.375,beat_2
1208,14,76,26,50,3.5714285714285716,beat_2
1209,7,38,12,26,3.7142857142857144,beat_2
1210,10,60,18,42,4.2,beat_2
1211,12,70,22,48,4.0,beat_2
1212,9,54,16,38,4.222222222222222,beat_2
1213,9,52,16,36,4.0,beat_2
1214,9,50,16,34,3.7777777777777777,beat_2
1215,5,20,8,12,2.4,beat_2
1216,11,64,20,44,4.0,beat_2
1217,10,62,18,44,4.4,beat_2
1218,11,68,20,48,4.363636363636363,beat_2
1219,10,54,18,36,3.6,beat_2
1220,9,52,16,36,4.0,beat_2
1221,13,72,24,48,3.6923076923076925,beat_2
1222,10,60,18,42,4.2,beat_2
1223,11,66,20,46,4.181818181818182,beat_2
1224,13,80,24,56,4.3076923076923075,beat_2
1225,7,40,12,28,4.0,beat_2
1226,9,52,16,36,4.0,beat_2
1227,7,38,12,26,3.7142857142857144,beat_2
1228,10,60,18,42,4.2,fixed_1s
1229,13,74,24,50,3.8461538461538463,beat_2
1230,9,56,16,40,4.444444444444445,beat_2
1231,8,46,14,32,4.0,beat_2
1232,11,64,20,44,4.0,beat_2
1233,7,38,12,26,3.7142857142857144,beat_2
1234,9,52,16,36,4.0,beat_2
1235,10,58,18,40,4.0,beat_2
1236,12,72,22,50,4.166666666666667,beat_2
1237,9,52,16,36,4.0,beat_2
1238,10,62,18,44,4.4,beat_2
1239,11,66,20,46,4.181818181818182,beat_2
1240,10,56,18,38,3.8,beat_2
1241,12,70,22,48,4.0,beat_2
1242,11,66,20,46,4.181818181818182,beat_2
1243,7,40,12,28,4.0,beat_2
1244,6,30,10,20,3.3333333333333335,beat_2
1245,8,46,14,32,4.0,beat_2
1246,11,62,20,42,3.8181818181818183,beat_2
1247,8,44,14,30,3.75,beat_2
1248,6,30,10,20,3.3333333333333335,beat_2
1249,8,46,14,32,4.0,beat_2
1250,13,74,24,50,3.8461538461538463,beat_2
1251,13,78,24,54,4.153846153846154,beat_2
1252,12,76,22,54,4.5,beat_2
1253,7,38,12,26,3.7142857142857144,beat_2
1254,11,64,20,44,4.0,beat_2
1255,12,72,22,50,4.166666666666667,beat_2
1256,10,60,18,42,4.2,beat_2
1257,8,42,14,28,3.5,beat_2
1258,10,54,18,36,3.6,beat_2
1259,12,72,22,50,4.166666666666667,beat_2
1260,10,62,18,44,4.4,beat_2
1261,10,60,18,42,4.2,beat_2
1262,10,54,18,36,3.6,fixed_1s
1263,12,72,22,50,4.166666666666667,beat_2
1264,11,68,20,48,4.363636363636363,beat_2
1265,7,40,12,28,4.0,beat_2
1266,9,52,16,36,4.0,beat_2
1267,9,52,16,36,4.0,beat_2
1268,13,74,24,50,3.8461538461538463,beat_2
1269,9,54,16,38,4.222222222222222,beat_2
1270,11,60,20,40,3.6363636363636362,beat_2
1271,10,60,18,42,4.2,beat_2
1272,7,38,12,26,3.7142857142857144,beat_2
1273,8,46,14,32,4.0,beat_2
1274,10,54,18,36,3.6,beat_2
1275,12,72,22,50,4.166666666666667,beat_2
1276,11,62,20,42,3.8181818181818183,beat_2
1277,7,38,12,26,3.7142857142857144,beat_2
1278,11,62,20,42,3.8181818181818183,beat_2
1279,12,72,22,50,4.166666666666667,beat_2
1280,10,58,18,40,4.0,beat_2
1281,13,80,24,56,4.3076923076923075,beat_2
1282,8,46,14,32,4.0,beat_2
1283,19,120,36,84,4.421052631578948,beat_2
1284,10,62,18,44,4.4,beat_2
